"","pct","pollster","state","end_date","pollscore","party","methodology","sample_size"
"909",56.7,"Emerson","Missouri",2024-06-19,-1.1,"REP","IVR/Online Panel",1000
"910",50.4,"Emerson","Missouri",2024-06-19,-1.1,"REP","IVR/Online Panel",1000
"911",42,"YouGov","National",2024-06-18,-1.1,"REP","Online Panel",1396
"912",45,"YouGov Blue","National",2024-06-18,-1.1,"REP","Online Panel",2015
"913",52,"Emerson","Arizona",2024-06-18,-1.1,"REP","IVR/Online Panel/Text-to-Web",1000
"914",42.7,"Emerson","Arizona",2024-06-18,-1.1,"REP","IVR/Online Panel/Text-to-Web",1000
"915",49.7,"Emerson","Nevada",2024-06-18,-1.1,"REP","IVR/Online Panel/Text-to-Web",1000
"916",42.1,"Emerson","Nevada",2024-06-18,-1.1,"REP","IVR/Online Panel/Text-to-Web",1000
"917",50.7,"Emerson","Michigan",2024-06-18,-1.1,"REP","IVR/Online Panel/Text-to-Web",1000
"918",44,"Emerson","Michigan",2024-06-18,-1.1,"REP","IVR/Online Panel/Text-to-Web",1000
"919",49,"Emerson","Minnesota",2024-06-18,-1.1,"REP","IVR/Online Panel/Text-to-Web",1000
"920",41.6,"Emerson","Minnesota",2024-06-18,-1.1,"REP","IVR/Online Panel/Text-to-Web",1000
"921",51.1,"Emerson","Pennsylvania",2024-06-18,-1.1,"REP","IVR/Online Panel/Text-to-Web",1000
"922",44.8,"Emerson","Pennsylvania",2024-06-18,-1.1,"REP","IVR/Online Panel/Text-to-Web",1000
"923",51.3,"Emerson","Wisconsin",2024-06-18,-1.1,"REP","IVR/Online Panel/Text-to-Web",1000
"924",43.8,"Emerson","Wisconsin",2024-06-18,-1.1,"REP","IVR/Online Panel/Text-to-Web",1000
"925",52.3,"Emerson","Georgia",2024-06-18,-1.1,"REP","IVR/Online Panel/Text-to-Web",1000
"926",44.9,"Emerson","Georgia",2024-06-18,-1.1,"REP","IVR/Online Panel/Text-to-Web",1000
"927",42,"Beacon/Shaw","National",2024-06-17,-1.1,"REP","Live Phone/Text-to-Web",1095
"928",48,"Beacon/Shaw","National",2024-06-17,-1.1,"REP","Live Phone/Text-to-Web",1095
"929",39,"Siena","New York",2024-06-17,-0.8,"REP","Live Phone/Online Panel/Text-to-Web",805
"930",42,"Innovative Research Group","National",2024-06-17,-0.1,"REP","Online Panel",2000
"931",41,"SurveyUSA","Minnesota",2024-06-16,-1.3,"REP","Online Panel",626
"932",39,"YouGov","National",2024-06-14,-1.1,"REP","Online Panel",1011
"933",50,"Selzer","Iowa",2024-06-14,-1.2,"REP","Live Phone",632
"934",41,"Ipsos","National",2024-06-12,-0.9,"REP","Probability Panel",930
"935",36,"Ipsos","National",2024-06-12,-0.9,"REP","Probability Panel",1119
"936",33,"Ipsos","National",2024-06-12,-0.9,"REP","Probability Panel",1119
"937",38,"Ipsos","National",2024-06-12,-0.9,"REP","Probability Panel",930
"938",47,"Echelon Insights","National",2024-06-12,-0.8,"REP","Online Panel",1013
"939",43,"Echelon Insights","National",2024-06-12,-0.8,"REP","Online Panel",1013
"940",49,"Marist","National",2024-06-12,-0.9,"REP","Live Phone/Text/Online Panel",1184
"941",42,"Marist","National",2024-06-12,-0.9,"REP","Live Phone/Text/Online Panel",1184
"942",42,"YouGov","National",2024-06-11,-1.1,"REP","Online Panel",1399
"943",45,"Civiqs","National",2024-06-11,-0.2,"REP","Online Panel",1140
"944",33,"SSRS","National",2024-06-10,-0.2,"REP","Probability Panel",1031
"945",43,"YouGov","Texas",2024-06-09,-1.1,"REP","Online Panel",1200
"946",46,"YouGov","Texas",2024-06-09,-1.1,"REP","Online Panel",1200
"947",50,"YouGov","National",2024-06-07,-1.1,"REP","Online Panel",1359
"948",44,"YouGov","National",2024-06-06,-1.1,"REP","Online Panel",1239
"949",43,"YouGov","National",2024-06-06,-1.1,"REP","Online Panel",1239
"950",48,"Marist","Ohio",2024-06-06,-0.9,"REP","Live Phone/Online Panel/Text",1137
"951",47,"Marist","Pennsylvania",2024-06-06,-0.9,"REP","Live Phone/Online Panel/Text",1181
"952",49.8,"Emerson","National",2024-06-05,-1.1,"REP","IVR/Online Panel",1000
"953",44.4,"Emerson","National",2024-06-05,-1.1,"REP","IVR/Online Panel",1000
"954",40.6,"Mason-Dixon","Minnesota",2024-06-05,-1.1,"REP","Live Phone",800
"955",55,"Kaplan Strategies","West Virginia",2024-06-04,-0.9,"REP","Online Panel/Text-to-Web",464
"956",42,"YouGov","National",2024-06-04,-1.1,"REP","Online Panel",1566
"957",48.2,"Mitchell","Michigan",2024-06-03,-0.2,"REP","Text-to-Web",710
"958",46.3,"Mitchell","Michigan",2024-06-03,-0.2,"REP","Text-to-Web",710
"959",48,"Beacon/Shaw","Virginia",2024-06-03,-1.1,"REP","Live Phone/Text-to-Web",1107
"960",41,"Beacon/Shaw","Virginia",2024-06-03,-1.1,"REP","Live Phone/Text-to-Web",1107
"961",50,"Beacon/Shaw","Florida",2024-06-03,-1.1,"REP","Live Phone/Text-to-Web",1075
"962",47,"Beacon/Shaw","Florida",2024-06-03,-1.1,"REP","Live Phone/Text-to-Web",1075
"963",50,"Beacon/Shaw","Nevada",2024-06-03,-1.1,"REP","Live Phone/Text-to-Web",1069
"964",45,"Beacon/Shaw","Nevada",2024-06-03,-1.1,"REP","Live Phone/Text-to-Web",1069
"965",51,"Beacon/Shaw","Arizona",2024-06-03,-1.1,"REP","Live Phone/Text-to-Web",1095
"966",46,"Beacon/Shaw","Arizona",2024-06-03,-1.1,"REP","Live Phone/Text-to-Web",1095
"967",48,"East Carolina University","North Carolina",2024-06-03,-0.5,"REP","IVR/Online Panel/Text-to-Web",1332
"968",49,"Quinnipiac","Georgia",2024-06-03,-0.5,"REP","Live Phone",1203
"969",43,"Quinnipiac","Georgia",2024-06-03,-0.5,"REP","Live Phone",1203
"970",31,"PPIC","California",2024-06-02,-0.4,"REP","Probability Panel",1098
"971",39,"Ipsos","National",2024-05-31,-0.9,"REP","Probability Panel",2135
"972",36,"Ipsos","National",2024-05-31,-0.9,"REP","Probability Panel",2556
"973",37,"Ipsos","National",2024-05-31,-0.9,"REP","Probability Panel",2135
"974",33,"Ipsos","National",2024-05-31,-0.9,"REP","Probability Panel",2556
"975",34,"SurveyMonkey","National",2024-05-31,0.2,"REP","Online Panel",5893
"976",27,"UMass Amherst/YouGov","Massachusetts",2024-05-30,-0.4,"REP","Online Panel",700
"977",37.6,"Emerson","New York",2024-05-29,-1.1,"REP","IVR/Online Panel/Text-to-Web",1000
"978",44.8,"Emerson","New York",2024-05-29,-1.1,"REP","IVR/Online Panel/Text-to-Web",1000
"979",41,"YouGov","National",2024-05-28,-1.1,"REP","Online Panel",1547
"980",41,"Emerson","National",2024-05-27,-1.1,"REP","Online Panel/Text-to-Web",1000
"981",43,"Leger","National",2024-05-26,0,"REP","Online Panel",883
"982",39,"Leger","National",2024-05-26,0,"REP","Online Panel",883
"983",50.1,"Emerson","National",2024-05-23,-1.1,"REP","IVR/Online Panel/Text-to-Web",1100
"984",43.8,"Emerson","National",2024-05-23,-1.1,"REP","IVR/Online Panel/Text-to-Web",1100
"985",48,"Marist","National",2024-05-23,-0.9,"REP","Live Phone/Online Panel/Text-to-Web",1122
"986",44,"Marist","National",2024-05-23,-0.9,"REP","Live Phone/Online Panel/Text-to-Web",1122
"987",49,"Mitchell","Michigan",2024-05-21,-0.2,"REP","Text-to-Web",697
"988",46,"Mitchell","Michigan",2024-05-21,-0.2,"REP","Text-to-Web",697
"989",41,"YouGov","National",2024-05-21,-1.1,"REP","Online Panel",1560
"990",42,"Roanoke College","Virginia",2024-05-21,-0.4,"REP","Live Phone/Online Panel",711
"991",38,"Roanoke College","Virginia",2024-05-21,-0.4,"REP","Live Phone/Online Panel",711
"992",47,"Quinnipiac","National",2024-05-20,-0.5,"REP","Live Phone",1374
"993",38,"Quinnipiac","National",2024-05-20,-0.5,"REP","Live Phone",1374
"994",26,"U. New Hampshire","Massachusetts",2024-05-20,-0.3,"REP","Probability Panel",526
"995",32,"U. New Hampshire","Massachusetts",2024-05-20,-0.3,"REP","Probability Panel",526
"996",33,"U. New Hampshire","Rhode Island",2024-05-20,-0.3,"REP","Probability Panel",538
"997",40,"U. New Hampshire","Rhode Island",2024-05-20,-0.3,"REP","Probability Panel",538
"998",41,"U. New Hampshire","New Hampshire",2024-05-20,-0.3,"REP","Probability Panel",1140
"999",48,"U. New Hampshire","New Hampshire",2024-05-20,-0.3,"REP","Probability Panel",1140
"1000",36.6,"Praecones Analytica","New Hampshire",2024-05-20,0,"REP","Online Panel",862
"1001",49,"Echelon Insights","National",2024-05-16,-0.8,"REP","Online Panel",1023
"1002",43,"Echelon Insights","National",2024-05-16,-0.8,"REP","Online Panel",1023
"1003",54,"YouGov","Florida",2024-05-16,-1.1,"REP","Online Panel",1181
"1004",49,"YouGov","Florida",2024-05-16,-1.1,"REP","Online Panel",1174
"1005",52,"YouGov","Arizona",2024-05-16,-1.1,"REP","Online Panel",1193
"1006",44,"YouGov","Arizona",2024-05-16,-1.1,"REP","Online Panel",1192
"1007",38,"Siena","New York",2024-05-15,-0.8,"REP","Live Phone/Online Panel/Text-to-Web",1191
"1008",50,"Marquette Law School","National",2024-05-15,-1.1,"REP","Probability Panel",902
"1009",51,"Marquette Law School","National",2024-05-15,-1.1,"REP","Probability Panel",684
"1010",40,"Marquette Law School","National",2024-05-15,-1.1,"REP","Probability Panel",902
"1011",44,"Marquette Law School","National",2024-05-15,-1.1,"REP","Probability Panel",684
"1012",42,"YouGov","National",2024-05-14,-1.1,"REP","Online Panel",1586
"1013",46,"Ipsos","National",2024-05-14,-0.9,"REP","Probability Panel",3208
"1014",38,"Ipsos","National",2024-05-14,-0.9,"REP","Probability Panel",3208
"1015",36,"Ipsos","National",2024-05-14,-0.9,"REP","Probability Panel",3934
"1016",35,"Ipsos","National",2024-05-14,-0.9,"REP","Probability Panel",3934
"1017",44,"Noble Predictive Insights","Arizona",2024-05-14,-0.4,"REP","Online Panel",1003
"1018",43,"Noble Predictive Insights","Arizona",2024-05-14,-0.4,"REP","Online Panel",1003
"1019",36,"University of Massachusetts Lowell/YouGov","New Hampshire",2024-05-14,-1,"REP","Online Panel",600
"1020",45,"YouGov","National",2024-05-13,-1.1,"REP","Online Panel",1201
"1021",44,"YouGov","National",2024-05-13,-1.1,"REP","Online Panel",1201
"1022",43,"Beacon/Shaw","National",2024-05-13,-1.1,"REP","Live Phone",1126
"1023",49,"Beacon/Shaw","National",2024-05-13,-1.1,"REP","Live Phone",1126
"1024",50,"Mason-Dixon","South Dakota",2024-05-13,-1.1,"REP","Live Phone",500
"1025",35,"Ipsos","National",2024-05-13,-0.9,"REP","Probability Panel",1730
"1026",48,"Ipsos","National",2024-05-13,-0.9,"REP","Probability Panel",1730
"1027",42,"SurveyUSA","Minnesota",2024-05-11,-1.3,"REP","Online Panel",625
"1028",43,"High Point University","North Carolina",2024-05-09,-0.4,"REP","Online Panel",1002
"1029",44,"High Point University","North Carolina",2024-05-09,-0.4,"REP","Online Panel",804
"1030",42,"Siena/NYT","Arizona",2024-05-09,-1.5,"REP","Live Phone",626
"1031",49,"Siena/NYT","Arizona",2024-05-09,-1.5,"REP","Live Phone",626
"1032",44,"Siena/NYT","Arizona",2024-05-09,-1.5,"REP","Live Phone",626
"1033",49,"Siena/NYT","Arizona",2024-05-09,-1.5,"REP","Live Phone",626
"1034",39,"Siena/NYT","Georgia",2024-05-09,-1.5,"REP","Live Phone",604
"1035",49,"Siena/NYT","Georgia",2024-05-09,-1.5,"REP","Live Phone",604
"1036",42,"Siena/NYT","Georgia",2024-05-09,-1.5,"REP","Live Phone",604
"1037",50,"Siena/NYT","Georgia",2024-05-09,-1.5,"REP","Live Phone",604
"1038",38,"Siena/NYT","Michigan",2024-05-09,-1.5,"REP","Live Phone",616
"1039",49,"Siena/NYT","Michigan",2024-05-09,-1.5,"REP","Live Phone",616
"1040",39,"Siena/NYT","Michigan",2024-05-09,-1.5,"REP","Live Phone",616
"1041",46,"Siena/NYT","Michigan",2024-05-09,-1.5,"REP","Live Phone",616
"1042",41,"Siena/NYT","Nevada",2024-05-09,-1.5,"REP","Live Phone",614
"1043",50,"Siena/NYT","Nevada",2024-05-09,-1.5,"REP","Live Phone",614
"1044",44,"Siena/NYT","Nevada",2024-05-09,-1.5,"REP","Live Phone",614
"1045",51,"Siena/NYT","Nevada",2024-05-09,-1.5,"REP","Live Phone",614
"1046",40,"Siena/NYT","Pennsylvania",2024-05-09,-1.5,"REP","Live Phone",1023
"1047",47,"Siena/NYT","Pennsylvania",2024-05-09,-1.5,"REP","Live Phone",1023
"1048",41,"Siena/NYT","Pennsylvania",2024-05-09,-1.5,"REP","Live Phone",1023
"1049",48,"Siena/NYT","Pennsylvania",2024-05-09,-1.5,"REP","Live Phone",1023
"1050",38,"Siena/NYT","Wisconsin",2024-05-09,-1.5,"REP","Live Phone",614
"1051",45,"Siena/NYT","Wisconsin",2024-05-09,-1.5,"REP","Live Phone",614
"1052",40,"Siena/NYT","Wisconsin",2024-05-09,-1.5,"REP","Live Phone",614
"1053",47,"Siena/NYT","Wisconsin",2024-05-09,-1.5,"REP","Live Phone",614
"1054",47,"SSRS","Tennessee",2024-05-09,-0.2,"REP","Live Phone",501
"1055",34.5,"Emerson","Maryland",2024-05-08,-1.1,"REP","IVR/Online Panel/Text-to-Web",1115
"1056",32.5,"Emerson","Maryland",2024-05-08,-1.1,"REP","IVR/Online Panel/Text-to-Web",1115
"1057",43,"YouGov","National",2024-05-07,-1.1,"REP","Online Panel",1598
"1058",44,"Ipsos","National",2024-05-06,-0.9,"REP","Probability Panel",407
"1059",43,"Ipsos","National",2024-05-06,-0.9,"REP","Probability Panel",407
"1060",44,"Quinnipiac","Wisconsin",2024-05-06,-0.5,"REP","Live Phone",1457
"1061",39,"Quinnipiac","Wisconsin",2024-05-06,-0.5,"REP","Live Phone",1457
"1062",42.6,"Cygnal","North Carolina",2024-05-05,-1.1,"REP","Live Phone",600
"1063",37.1,"Suffolk","National",2024-05-03,-1,"REP","Live Phone",1000
"1064",46,"Data for Progress","National",2024-05-02,-1.2,"REP","Online Panel",1240
"1065",41,"Data for Progress","National",2024-05-02,-1.2,"REP","Online Panel",1240
"1066",45,"Kaiser Family Foundation","National",2024-05-01,-0.3,"REP","Probability Panel",1243
"1067",39,"Ipsos","National",2024-04-30,-0.9,"REP","Probability Panel",856
"1068",37,"Ipsos","National",2024-04-30,-0.9,"REP","Probability Panel",1022
"1069",38,"Ipsos","National",2024-04-30,-0.9,"REP","Probability Panel",856
"1070",36,"Ipsos","National",2024-04-30,-0.9,"REP","Probability Panel",1022
"1071",44,"YouGov","National",2024-04-30,-1.1,"REP","Online Panel",1479
"1072",40,"Ipsos","National",2024-04-30,-0.9,"REP","Probability Panel",2260
"1073",37,"Ipsos","National",2024-04-30,-0.9,"REP","Probability Panel",2260
"1074",38.1,"Data Orbital","Arizona",2024-04-29,-0.9,"REP","Live Phone",550
"1075",52.3,"Emerson","Arizona",2024-04-29,-1.1,"REP","IVR/Online Panel/Text-to-Web",1000
"1076",43.6,"Emerson","Arizona",2024-04-29,-1.1,"REP","IVR/Online Panel/Text-to-Web",1000
"1077",50.8,"Emerson","Georgia",2024-04-29,-1.1,"REP","IVR/Online Panel/Text-to-Web",1000
"1078",45.1,"Emerson","Georgia",2024-04-29,-1.1,"REP","IVR/Online Panel/Text-to-Web",1000
"1079",51.2,"Emerson","Pennsylvania",2024-04-29,-1.1,"REP","IVR/Online Panel/Text-to-Web",1000
"1080",45,"Emerson","Pennsylvania",2024-04-29,-1.1,"REP","IVR/Online Panel/Text-to-Web",1000
"1081",52.1,"Emerson","Michigan",2024-04-29,-1.1,"REP","IVR/Online Panel/Text-to-Web",1000
"1082",43.2,"Emerson","Michigan",2024-04-29,-1.1,"REP","IVR/Online Panel/Text-to-Web",1000
"1083",51.9,"Emerson","North Carolina",2024-04-29,-1.1,"REP","IVR/Online Panel/Text-to-Web",1000
"1084",46.3,"Emerson","North Carolina",2024-04-29,-1.1,"REP","IVR/Online Panel/Text-to-Web",1000
"1085",50.7,"Emerson","Nevada",2024-04-29,-1.1,"REP","IVR/Online Panel/Text-to-Web",1000
"1086",42.1,"Emerson","Nevada",2024-04-29,-1.1,"REP","IVR/Online Panel/Text-to-Web",1000
"1087",51.6,"Emerson","Wisconsin",2024-04-29,-1.1,"REP","IVR/Online Panel/Text-to-Web",1000
"1088",44.7,"Emerson","Wisconsin",2024-04-29,-1.1,"REP","IVR/Online Panel/Text-to-Web",1000
"1089",43,"Leger","National",2024-04-28,0,"REP","Online Panel",887
"1090",41,"Leger","National",2024-04-28,0,"REP","Online Panel",887
"1091",48,"Marist","National",2024-04-25,-0.9,"REP","Live Phone/Online Panel/Text-to-Web",1109
"1092",42,"Marist","National",2024-04-25,-0.9,"REP","Live Phone/Online Panel/Text-to-Web",1109
"1093",50,"YouGov","Pennsylvania",2024-04-25,-1.1,"REP","Online Panel",1288
"1094",49,"YouGov","Michigan",2024-04-25,-1.1,"REP","Online Panel",1262
"1095",43,"YouGov","Michigan",2024-04-25,-1.1,"REP","Online Panel",1262
"1096",50,"YouGov","Wisconsin",2024-04-25,-1.1,"REP","Online Panel",1226
"1097",48,"YouGov","Wisconsin",2024-04-25,-1.1,"REP","Online Panel",1226
"1098",44,"Muhlenberg","Pennsylvania",2024-04-25,-1,"REP","Live Phone",417
"1099",35,"Muhlenberg","Pennsylvania",2024-04-25,-1,"REP","Live Phone",417
"1100",43,"YouGov","National",2024-04-23,-1.1,"REP","Online Panel",1470
"1101",49,"CNN/SSRS","National",2024-04-23,-0.6,"REP","Probability Panel",967
"1102",42,"CNN/SSRS","National",2024-04-23,-0.6,"REP","Probability Panel",967
"1103",44,"SurveyUSA","National",2024-04-22,-1.3,"REP","Online Panel",1109
"1104",46,"SurveyUSA","National",2024-04-22,-1.3,"REP","Online Panel",1109
"1105",45,"SurveyUSA","National",2024-04-22,-1.3,"REP","Online Panel",1109
"1106",46,"SurveyUSA","National",2024-04-22,-1.3,"REP","Online Panel",1109
"1107",46,"SurveyUSA","National",2024-04-22,-1.3,"REP","Online Panel",1109
"1108",44,"SurveyUSA","National",2024-04-22,-1.3,"REP","Online Panel",1109
"1109",46,"Quinnipiac","National",2024-04-22,-0.5,"REP","Live Phone",1429
"1110",37,"Quinnipiac","National",2024-04-22,-0.5,"REP","Live Phone",1429
"1111",45,"YouGov","Texas",2024-04-22,-1.1,"REP","Online Panel",1200
"1112",48,"YouGov","Texas",2024-04-22,-1.1,"REP","Online Panel",1200
"1113",47,"Kaplan Strategies","Arizona",2024-04-21,-0.9,"REP","Online Panel/Text-to-Web",874
"1114",51,"Kaplan Strategies","Michigan",2024-04-21,-0.9,"REP","Online Panel/Text-to-Web",804
"1115",46,"Kaplan Strategies","Pennsylvania",2024-04-21,-0.9,"REP","Online Panel/Text-to-Web",802
"1116",48,"Kaplan Strategies","Wisconsin",2024-04-21,-0.9,"REP","Online Panel/Text-to-Web",802
"1117",22,"Suffolk","Massachusetts",2024-04-20,-1,"REP","Live Phone",500
"1118",47,"U. North Florida","National",2024-04-20,-0.6,"REP","Live Phone",745
"1119",48,"Marist","National",2024-04-18,-0.9,"REP","Live Phone/Online Panel",1047
"1120",38,"Marist","National",2024-04-18,-0.9,"REP","Live Phone/Online Panel",1047
"1121",51.5,"Emerson","National",2024-04-17,-1.1,"REP","IVR/Online Panel",1308
"1122",43.5,"Emerson","National",2024-04-17,-1.1,"REP","IVR/Online Panel",1308
"1123",37,"Siena","New York",2024-04-17,-0.8,"REP","Live Phone/Online Panel/Text-to-Web",806
"1124",44,"YouGov","National",2024-04-16,-1.1,"REP","Online Panel",1358
"1125",45,"Civiqs","National",2024-04-16,-0.2,"REP","Online Panel/Online Ad",1161
"1126",46,"Hart/POS","National",2024-04-16,-0.7,"REP","Live Phone",1000
"1127",37,"Hart/POS","National",2024-04-16,-0.7,"REP","Live Phone",1000
"1128",46,"Beacon/Shaw","Georgia",2024-04-16,-1.1,"REP","Live Phone/Text-to-Web",1128
"1129",51,"Beacon/Shaw","Georgia",2024-04-16,-1.1,"REP","Live Phone/Text-to-Web",1128
"1130",42,"Beacon/Shaw","Michigan",2024-04-16,-1.1,"REP","Live Phone/Text-to-Web",1126
"1131",49,"Beacon/Shaw","Michigan",2024-04-16,-1.1,"REP","Live Phone/Text-to-Web",1126
"1132",44,"Beacon/Shaw","Pennsylvania",2024-04-16,-1.1,"REP","Live Phone/Text-to-Web",1141
"1133",48,"Beacon/Shaw","Pennsylvania",2024-04-16,-1.1,"REP","Live Phone/Text-to-Web",1141
"1134",41,"Beacon/Shaw","Wisconsin",2024-04-16,-1.1,"REP","Live Phone/Text-to-Web",1198
"1135",48,"Beacon/Shaw","Wisconsin",2024-04-16,-1.1,"REP","Live Phone/Text-to-Web",1198
"1136",54,"Noble Predictive Insights","Utah",2024-04-16,-0.4,"REP","Online Panel",600
"1137",47,"Noble Predictive Insights","Utah",2024-04-16,-0.4,"REP","Online Panel",600
"1138",44,"YouGov","National",2024-04-15,-1.1,"REP","Online Panel",1171
"1139",42,"YouGov","National",2024-04-15,-1.1,"REP","Online Panel",1171
"1140",46,"Echelon Insights","National",2024-04-14,-0.8,"REP","Online Panel",1020
"1141",40,"Echelon Insights","National",2024-04-14,-0.8,"REP","Online Panel",1020
"1142",49,"Pew","National",2024-04-14,-0.4,"REP","Probability Panel",7166
"1143",56.4,"Cygnal","Oklahoma",2024-04-12,-1.1,"REP","Online Panel",615
"1144",60.6,"Cygnal","Oklahoma",2024-04-12,-1.1,"REP","Online Panel",615
"1145",46,"Siena/NYT","National",2024-04-11,-1.5,"REP","Live Phone",1059
"1146",42,"Siena/NYT","National",2024-04-11,-1.5,"REP","Live Phone",1059
"1147",47,"Siena/NYT","National",2024-04-11,-1.5,"REP","Live Phone",1059
"1148",43,"Siena/NYT","National",2024-04-11,-1.5,"REP","Live Phone",1059
"1149",56.4,"Emerson","Florida",2024-04-10,-1.1,"REP","IVR/Online Panel/Text-to-Web",1000
"1150",49.2,"Emerson","Florida",2024-04-10,-1.1,"REP","IVR/Online Panel/Text-to-Web",1000
"1151",46.9,"Cygnal","National",2024-04-10,-1.1,"REP","Online Panel",1500
"1152",41.5,"Cygnal","National",2024-04-10,-1.1,"REP","Online Panel",1500
"1153",41.6,"Cygnal","National",2024-04-10,-1.1,"REP","Online Panel",1500
"1154",51,"Marquette Law School","Wisconsin",2024-04-10,-1.1,"REP","Probability Panel",814
"1155",51,"Marquette Law School","Wisconsin",2024-04-10,-1.1,"REP","Probability Panel",707
"1156",41,"Marquette Law School","Wisconsin",2024-04-10,-1.1,"REP","Probability Panel",814
"1157",42,"Marquette Law School","Wisconsin",2024-04-10,-1.1,"REP","Probability Panel",707
"1158",43,"YouGov","National",2024-04-09,-1.1,"REP","Online Panel",1583
"1159",43.3,"Cygnal","North Carolina",2024-04-08,-1.1,"REP","Live Phone/Text-to-Web",600
"1160",37,"Ipsos","National",2024-04-08,-0.9,"REP","Probability Panel",833
"1161",36,"Ipsos","National",2024-04-08,-0.9,"REP","Probability Panel",1021
"1162",48,"Quinnipiac","North Carolina",2024-04-08,-0.5,"REP","Live Phone",1401
"1163",41,"Quinnipiac","North Carolina",2024-04-08,-0.5,"REP","Live Phone",1401
"1164",42,"University of Massachusetts Lowell/YouGov","National",2024-04-08,-1,"REP","Online Panel",1688
"1165",43,"University of Massachusetts Lowell/YouGov","National",2024-04-08,-1,"REP","Online Panel",1688
"1166",39,"Ipsos","Florida",2024-04-07,-0.9,"REP","Probability Panel",1014
"1167",42,"SurveyUSA","Minnesota",2024-04-07,-1.3,"REP","Online Panel",608
"1168",44,"YouGov Blue","National",2024-04-05,-1.1,"REP","Online Panel",4038
"1169",42,"YouGov Blue","National",2024-04-05,-1.1,"REP","Online Panel",4038
"1170",50.6,"Emerson","National",2024-04-03,-1.1,"REP","IVR/Online Panel/Email",1438
"1171",43.2,"Emerson","National",2024-04-03,-1.1,"REP","IVR/Online Panel/Email",1438
"1172",43,"YouGov","National",2024-04-02,-1.1,"REP","Online Panel",1604
"1173",38,"Franklin and Marshall College","Pennsylvania",2024-03-31,-0.1,"REP","Mail-to-Web/Mail-to-Phone",431
"1174",40,"Franklin and Marshall College","Pennsylvania",2024-03-31,-0.1,"REP","Mail-to-Web/Mail-to-Phone",430
"1175",43,"High Point University","North Carolina",2024-03-30,-0.4,"REP","Online Panel",1016
"1176",45,"High Point University","North Carolina",2024-03-30,-0.4,"REP","Online Panel",829
"1177",46,"Data for Progress","National",2024-03-29,-1.2,"REP","Online Panel",1200
"1178",42,"Data for Progress","National",2024-03-29,-1.2,"REP","Online Panel",1200
"1179",39.4,"Emerson","New Jersey",2024-03-29,-1.1,"REP","IVR/Online Panel/Text-to-Web",1000
"1180",35.8,"Emerson","New Jersey",2024-03-29,-1.1,"REP","IVR/Online Panel/Text-to-Web",1000
"1181",28,"MassINC Polling Group","Massachusetts",2024-03-29,-0.8,"REP","Online Panel",1002
"1182",48,"Marist","National",2024-03-28,-0.9,"REP","Live Phone/Online Panel/Text-to-Web",1199
"1183",41,"Marist","National",2024-03-28,-0.9,"REP","Live Phone/Online Panel/Text-to-Web",1199
"1184",50,"Marquette Law School","National",2024-03-28,-1.1,"REP","Probability Panel",868
"1185",48,"Marquette Law School","National",2024-03-28,-1.1,"REP","Probability Panel",674
"1186",41,"Marquette Law School","National",2024-03-28,-1.1,"REP","Probability Panel",868
"1187",41,"Marquette Law School","National",2024-03-28,-1.1,"REP","Probability Panel",674
"1188",44,"YouGov","National",2024-03-26,-1.1,"REP","Online Panel",1415
"1189",47,"Leger","National",2024-03-25,0,"REP","Online Panel",786
"1190",41,"Leger","National",2024-03-25,0,"REP","Online Panel",1000
"1191",43,"Beacon/Shaw","National",2024-03-25,-1.1,"REP","Live Phone/Text-to-Web",1094
"1192",50,"Beacon/Shaw","National",2024-03-25,-1.1,"REP","Live Phone/Text-to-Web",1094
"1193",51,"Beacon/Shaw","National",2024-03-25,-1.1,"REP","Live Phone/Text-to-Web",1094
"1194",45,"Quinnipiac","National",2024-03-25,-0.5,"REP","Live Phone",1407
"1195",39,"Quinnipiac","National",2024-03-25,-0.5,"REP","Live Phone",1407
"1196",31,"PPIC","California",2024-03-25,-0.4,"REP","Probability Panel",1084
"1197",49,"Echelon Insights","National",2024-03-21,-0.8,"REP","Online Panel",1006
"1198",43,"Echelon Insights","National",2024-03-21,-0.8,"REP","Online Panel",1006
"1199",55,"Marist","Texas",2024-03-21,-0.9,"REP","Live Phone/Online Panel/Text",1117
"1200",48,"Marist","Texas",2024-03-21,-0.9,"REP","Live Phone/Online Panel/Text",1117
"1201",37,"Echelon Insights","Washington",2024-03-21,-0.8,"REP","Live Phone/Text-to-Web",600
"1202",45,"Emerson","Arizona",2024-03-20,-1.1,"REP","IVR/Online Panel/Text-to-Web",1000
"1203",46,"Emerson","Georgia",2024-03-20,-1.1,"REP","IVR/Online Panel/Text-to-Web",1000
"1204",45.5,"Emerson","Michigan",2024-03-20,-1.1,"REP","IVR/Online Panel/Text-to-Web",1000
"1205",45.1,"Emerson","Nevada",2024-03-20,-1.1,"REP","IVR/Online Panel/Text-to-Web",1000
"1206",46.9,"Emerson","North Carolina",2024-03-20,-1.1,"REP","IVR/Online Panel/Text-to-Web",1000
"1207",46.6,"Emerson","Pennsylvania",2024-03-20,-1.1,"REP","IVR/Online Panel/Text-to-Web",1000
"1208",46.7,"Emerson","Wisconsin",2024-03-20,-1.1,"REP","IVR/Online Panel/Text-to-Web",1000
"1209",43,"YouGov","National",2024-03-19,-1.1,"REP","Online Panel",1510
"1210",46,"Hart/POS","National",2024-03-19,-0.7,"REP","Live Phone",1001
